course_id,course_gpa,valid_sections,total_graded,title,description,department
PSCI193C,3.654450261780105,5.0,191.0,Social Control of Delinquency,"Assumes familiarity with theories of delinquency, the juvenile justice system, and elements of juvenile law. Explores socio-historical origins and evolution of juvenile justice, current research and policy on delinquency prevention and treatment, and future directions of law, policy, and practice.",PSCI
PSCI193F,3.6216216216216215,3.0,74.0,Family Law,"Examines legal issues surrounding marriage, cohabitation, divorce, child custody and support, adoption, and the rights of parents and children in the family context. The findings of social science research are used to illuminate the legal issues.",PSCI
PSCI196,3.9871794871794872,4.0,78.0,Research Seminar in Psychological Science ,"Special topics research seminar. Content varies with interest of instructor. Capstone seminar for students who have conducted research with, or have a background in, the research topics of the PSCI faculty member offering this seminar in a given quarter.",PSCI
PSCI9,3.4967855055523085,38.0,1711.0,Introduction to Psychology,"Introduction to field of psychology, addressing the application of scientific methods to the study of human development, learning, memory, problem solving, perception, biological mechanisms, emotions and motivation, personality, psychopathology, and effects of diverse social and cultural contexts on human behavior.",PSCI
PSYBEH100,3.0334613274821725,14.0,1823.0,Special Topics in Social Behavior,Course content varies with interest of instructor.,PSY BEH
PSYBEH101D,2.9058913542463656,18.0,3921.0,Life Span Developmental Psychology,"Addresses the major issues, concepts, and methods of life span developmental psychology. The fundamental theories, distinctive methods, and the physical, perceptual, cognitive, social, motivational, and emotional development for each developmental phase of the life course are considered.  Course may be offered online.",PSY BEH
PSYBEH102C,2.9045299561617144,19.0,4106.0,Abnormal Psychology,"Survey of disorders organized by the diagnostic categories of the American Psychiatric Association. Interdisciplinary orientation combines environmental, psychological, and organic perspectives on etiology and treatment.",PSY BEH
PSYBEH103H,3.23372972972973,22.0,4625.0,Health Psychology,"Theory and research are considered as they contribute to an understanding of the role of psychological processes in health and illness. The distinction between prevention and treatment of illness is established, and a variety of psychosocial interventions are elaborated.",PSY BEH
PSYBEH104S,3.0345278577033743,16.0,3823.0,Social Animal: An Introduction to Social Psychology,"Theories and research exploring social behavior and social influences on behavior. Topics include methods of social research, attitude formation and change, social perception, the social self, stereotypes and prejudice, conformity, obedience, altruism, aggression, interpersonal relationships and love, and group behavior.",PSY BEH
PSYBEH110D,2.3714285714285714,9.0,875.0,Infant Development,"Study of human development from conception through the first two years of life, covering processes and events in the domains of physical, social, and cognitive development.",PSY BEH
PSYBEH111D,2.539473684210526,5.0,608.0,Child Development,"Examines social, emotional, and intellectual growth and development between the ages of 2 and 12 years.",PSY BEH
PSYBEH112D,2.6742034943473794,5.0,973.0,Adolescent Development,"Examines current research on the biological, social, and cultural contexts of adolescent development. Topics include the impacts of puberty, adolescents' decision-making competencies, changes in family and peer relationships, identity development, and psychosocial problems such as depression and problem behavior.",PSY BEH
PSYBEH113D,2.7053140096618358,5.0,414.0,Adult Development,"Examines why and how we change (with attention to gains as well as losses) from ages 18-65 and the nature and sources of continuity over time. Topics include physical and intellectual functioning, personality, coping strategies, and social roles and relationships.",PSY BEH
PSYBEH116D,2.947019867549669,5.0,302.0,Human Development and Cross-Cultural Perspectives,"Human development in diverse cultures (e.g., Asian, American, and African). Special emphasis on East-West contrasts and when East meets West (i.e., Asian-American experiences). Topics include parenting, family relations, language and cognition, schooling and academic achievement, and morality.",PSY BEH
PSYBEH118D,3.405128205128205,10.0,2145.0,Human Sexuality,"A broad survey of human sexuality encompassing genetic factors, physiological and anatomical development, customary and atypical forms of behavior, reproductive processes, and cultural determinants.",PSY BEH
PSYBEH11A,2.6723895299746694,27.0,3553.0,Psychology Fundamentals,"Designed to provide freshman with an in-depth survey of general psychology. Topics include biological bases of behavior, sensation, perception, cognition, development, personality, psychopathology, and social psychology.",PSY BEH
PSYBEH11B,2.5661617605030007,23.0,3499.0,Psychology Fundamentals,"Designed to provide freshman with an in-depth survey of general psychology. Topics include biological bases of behavior, sensation, perception, cognition, development, personality, psychopathology, and social psychology.",PSY BEH
PSYBEH11C,2.85184287099903,23.0,4124.0,Psychology Fundamentals,"Designed to provide freshman with an in-depth survey of general psychology. Topics include biological bases of behavior, sensation, perception, cognition, development, personality, psychopathology, and social psychology.",PSY BEH
PSYBEH136H,2.486288848263254,4.0,547.0,Behavioral Medicine,"Examines biobehavioral aspects of health and illness, focusing on how stress contributes to or exacerbates disease processes. Background information on psychosomatic medicine and stress models and detailed examination of specific organ systems emphasizing the reactivity of these systems to stress.",PSY BEH
PSYBEH137H,3.037644787644788,10.0,2072.0,Human Stress,"Stress as a multidisciplinary topic. Biological, psychological, and sociological approaches to adaptation-related disorders. Effects of acute and chronic stress on emotions, physiology, and behavior. Methods of stress assessment, stress reduction, and intervention.",PSY BEH
PSYBEH138H,2.8134615384615387,4.0,520.0,Child Health Psychology,"Exploration of psychological antecedents, concomitants, and consequences of medical illnesses in children. Children's beliefs about health, illness, and medication; the role of stress; coronary-prone behavior; therapeutic adherence and physician-patient interaction; coping with chronic illness; effects of child's illness on family.",PSY BEH
PSYBEH139H,3.13965744400527,5.0,1518.0,Clinical Sport Psychology,"An interdisciplinary introduction to clinical sport psychology, that includes, among other things, an introduction to psychopathology in sport; plus the use of psychological skills training, including anxiety reduction techniques, visualization, self-efficacy, coping skills, concentration, and goal-setting in sports.",PSY BEH
PSYBEH140H,3.569811320754717,4.0,530.0,The Hardiness Approach to Stress Management,"New development within psychology involving a combination of motivations and skills that extensive research has shown enhances performance, conduct, morale, stamina, and health. Combines study of hardiness research with strategies for improvement of personal hardiness through a series of exercises.",PSY BEH
PSYBEH150C,3.2747358309317964,7.0,1041.0,Clinical Psychology,"Overview of theories, assessment techniques, research methodologies, and intervention approaches in clinical psychology. Psychodynamic, behavioral, humanistic, and cognitive perspectives are examined along with ethical and professional issues.",PSY BEH
PSYBEH155C,2.7891156462585034,11.0,882.0,Child Therapies,"Examines research methodologies, empirical data, and implications of diverse intervention strategies. Primary topics include psychotherapy process and outcome, family therapies, behavioral intervention, cognitive behavior modification, pediatric psychopharmacology, and ethical and social policy implications of intervening in other people's lives.",PSY BEH
PSYBEH160C,3.505212510024058,5.0,1247.0,Clinical Neuroscience,"Offers an introduction to the neuroclinical bases of human behavior, including neuropsychological approaches to mental disorders. Also includes case formulations, research articles, therapeutic approaches, and other discussions related to select psychopathology and other neurobehavioral topics.",PSY BEH
PSYBEH161C,2.5876993166287017,6.0,439.0,Forensic Psychology,Forensic psychology is the interface between clinical psychology and the law. Emphasizes clinically relevant legal topics (insanity defense; competency to stand trial) and includes critical thinking about issues that arise when psychologists are involved in legal proceedings.,PSY BEH
PSYBEH162C,3.4947569113441372,5.0,1049.0,Psychodynamic Studies,"Introduction to contemporary psychodynamic studies. Emphasis on clinical concepts associated with psychodynamic psychotherapy, including unconscious determinants of behavior, typical defenses, life experiences, and techniques. Exploration of links between psychodynamic-oriented psychotherapy and other disciplines (e.g., psychology, music, medicine, neuroscience, film).",PSY BEH
PSYBEH170S,3.262879788639366,7.0,1514.0,Personality,"Comparison of the major theories of personality. Provides a frame of reference for understanding lifestyles, development, maturity, and psychopathology. Emerging research themes are used to identify promising lines of personality theorizing.",PSY BEH
PSYBEH171S,2.892929292929293,3.0,495.0,Environmental Psychology,Impact of the physical environment on individual and group behavior. Three basic concerns examined: (a) environmental determinants of behavior at the individual and interpersonal level; (b) social planning and urban design; (c) methodological approaches to the study of environmental issues.,PSY BEH
PSYBEH173S,3.5099067599067597,6.0,1716.0,Social Relationships,"Examines major issues, concepts, and methods in the scientific study of social relationships. Topics include relationship formation and dissolution, friendships and love relationships, loneliness, bereavement, societal influences on close relationships, significance of close relationships for health and well-being.",PSY BEH
PSYBEH178S,2.3746312684365782,5.0,339.0,Violence in Society,"Current theory and research on aggression; anger and violence as problems in individual and social functioning. Process and functions of anger examined with regard to normal behavior and psychopathology. The determinants, prevalence, and implications of violence in society are analyzed.",PSY BEH
PSYBEH179S,2.8,7.0,785.0,Cultural Psychology,"An examination of culture's influence on human minds. Topics include culture's impact on perception, cognition, motivation, emotion, moral reasoning, communication, and health. Addresses cultural psychology's methods, history, and place within psychology and related fields.",PSY BEH
PSYBEH183S,2.8579234972677594,5.0,183.0,Social Epidemiology,"Overviews evidence linking environmental factors to mental and physical disorders including such variables as socioeconomic status, income inequality, work stress, job loss, social capital, location, and other demographic characteristics. Measurement and research design issues of both individual and aggregate levels.",PSY BEH
PSYBEH184S,3.5772843723313406,4.0,1171.0,Positive Psychology,The field of positive psychology focuses on what is right and positive about people and institutions. Course introduces findings associated with human strengths and positive emotions and provides clinical and personal applications and implications.,PSY BEH
PSYBEH185S,3.3689320388349513,3.0,927.0,Industrial-Organizational Psychology,"Examines the application of social psychology to organizational settings. Topics include motivation of workers, group decision-making, leadership styles, career management, and organizational development.",PSY BEH
PSYBEH192T,3.183673469387755,6.0,147.0,Cognition and Learning in Educational Settings,"Foundational concepts in cognition and development as applied to student learning. Primary topics include historical behaviorism, basic cognitive structure and processes, complex cognition, cognitive development, and motivation.",PSY BEH
PSYBEH192U,3.336206896551724,5.0,116.0,"Psychology of Learning, Abilities, and Intelligence","Overview of classic positions on the mind, human abilities, and intelligence, especially as related to academic achievement. Contrasting views: psychometric versus information processing; experimental versus correlational research.",PSY BEH
PSYBEH192V,3.380952380952381,11.0,420.0,Language and Literacy,"Addresses the linguistic principles and processes that underlie oral and written language proficiency. Emphasis is on how to use phonology, morphology, orthography, semantics, syntax, and pragmatics to support literacy and oral language development for K-12 students.",PSY BEH
PSYBEH193B,2.7784431137724552,5.0,167.0,Juvenile Delinquency,"Patterns of delinquent behavior, theories that explain behavior, current research aimed at enhancing exploratory power. Attempts to prevent and control delinquency are put in historical perspective. Development of the current juvenile justice system and evolution of modern juvenile law.",PSY BEH
PSYBEH193E,2.7610837438423643,4.0,406.0,Psychology and the Law,"Psychological assumptions of American legal system and mental health aspects of provision of criminal justice services. Civil commitment, insanity defense, competence to stand trial, jury selection, eye-witness identification. Use of police, courts, correctional institutions in prevention of behavior disorder.",PSY BEH
PSYBEH193F,3.2470588235294118,3.0,85.0,Family Law,"Examines legal issues surrounding marriage, cohabitation, divorce, child custody and support, adoption, and the rights of parents and children in the family context. The findings of social science research are used to illuminate the legal issues.",PSY BEH
PSYBEH196,3.875,6.0,112.0,Research Seminar in Psychology and Social Behavior,"Special topics research seminar. Content varies with interest of instructor. Capstone seminar for students who have conducted research with, or have a background in, the research topics of the PSB faculty member offering this seminar in a given quarter.",PSY BEH
PSYBEH9,2.793435712134899,40.0,3321.0,Introduction to Psychology,"Introduction to field of psychology, addressing the application of scientific methods to the study of human development, learning, memory, problem solving, perception, biological mechanisms, emotions and motivation, personality, psychopathology, and effects of diverse social and cultural contexts on human behavior.",PSY BEH
PSYCH10A,3.0869565217391304,12.0,1679.0,Exploratory Data Analysis,"Learn multiple ways of visualizing data, of transforming data, looking for consistencies and patterns in data, and interpreting these patterns to reach conclusions. Serves as first introduction to computer programming using the R language.",PSYCH
PSYCH10B,3.3506676036542515,12.0,1423.0,Probability and Inference,"An introduction to probability and statistics. Emphasis on thorough understanding of the probabilistic and logical basis of formal statistical inference, and the concept of statistical evidence. Applications in R.",PSYCH
PSYCH10C,3.497584541062802,16.0,1449.0,Statistical Models,"Students learn about standard procedures in statistics for the social sciences, with a focus on linear models for discovering the underlying structure in data. Applications in R.",PSYCH
PSYCH111BW,3.7911392405063293,7.0,158.0,Honors Advanced Experimental Psychology,"Design and analysis of multivalent, factorial, and correlational studies. Students prepare proposals for independent research.",PSYCH
PSYCH112A,3.600925925925926,16.0,1080.0,Experimental Psychology,Emphasis on design of experiments and analysis of results. Experiments are conducted in laboratory sections.,PSYCH
PSYCH112BW,3.705357142857143,8.0,336.0,Advanced Experimental Psychology,"Design and analysis of multivalent, factorial, and correlational studies. Students prepare proposals for independent research.",PSYCH
PSYCH112C,3.8260869565217392,8.0,207.0,Research in Experimental Psychology,Each student conducts a research project in experimental psychology. The projects are discussed in a seminar format. Written reports on each project are submitted at the end of the quarter.,PSYCH
PSYCH112D,3.3184713375796178,4.0,157.0,Effective Graphical Presentation of Data,"Learn to use MATLAB to produce graphical displays of data based on psychological principles for effective design. Approach is problem-oriented, with emphasis on case-studies using data from psychological experiments and real-world corpora. Assessment via independent individual projects.",PSYCH
PSYCH112LA,3.608433734939759,41.0,996.0,Experimental Psychology Laboratory,Required laboratory section and co-requisite for PSYCH 112A.,PSYCH
PSYCH112LB,3.7039106145251397,9.0,179.0,Advanced Experimental Psychology Laboratory,Required laboratory section for PSYCH 112B and PSYCH 112BW.,PSYCH
PSYCH112LD,3.2848101265822787,4.0,158.0,Effective Graphical Presentation of Data Lab,"Lab to learn to use MATLAB to produce graphical displays of data based on psychological principles for effective design. Approach is problem-oriented, with emphasis on case-studies using data from psychological experiments and real-world corpora. Assessment via independent individual projects.",PSYCH
PSYCH112LM,3.089302325581395,37.0,1075.0,Research Methods in Psychology Laboratory,Required laboratory section and co-requisite for PSYCH 112M.,PSYCH
PSYCH112LP,3.5019607843137255,4.0,255.0,Research in Perception and Psychophysics Laboratory,Required laboratory section and co-requisite for COGS 112P.,PSYCH
PSYCH112LR,3.2323717948717947,20.0,624.0,Cognitive Robotics Laboratory,Required laboratory section and corequisite for PSYCH 112R.,PSYCH
PSYCH112M,3.109807208717519,20.0,1193.0,Research Methods in Psychology,"Research methods in psychology for majors who wish to fulfill this requirement separately from upper-division writing. Covers both experimental and descriptive research methods, analysis of results, and reading the psychological literature. Research experience is provided in laboratory sections.",PSYCH
PSYCH112P,3.3019607843137253,4.0,255.0,Research in Perception and Psychophysics,"Introduction to design and practice of experiments: students perform auditory, visual, tactile, or other experiments. Emphasis on methodology, finding and reading previous research, generating research ideas, statistical analysis.",PSYCH
PSYCH112R,3.239549839228296,10.0,622.0,Cognitive Robotics,"Introduces concepts on experimental design, embodiment, robot construction, and computer programming. Concepts of embodied intelligence and case studies of cognitive robotics are covered in lecture. Simple robots are constructed and programmed to carry out different behavioral experiments in lab.",PSYCH
PSYCH114M,3.365811965811966,7.0,585.0,MATLAB Programming,"MATLAB is a mathematical software package for solving quantitative problems often encountered in experimental psychology. Topics include rudiments of programming, statistical analysis of data, matrix algebra, signal processing, graphic visualization, and simulated models of cognitive and perceptual processes.",PSYCH
PSYCH119,3.601054481546573,15.0,569.0,Special Topics in Research Methodologies,Studies in selected areas of research methodologies. Topics addressed vary each quarter.,PSYCH
PSYCH120A,3.630922058074376,21.0,3926.0,Abnormal Psychology,"Introduction to psychopathology and behavioral deviations, and the concepts of theories regarding these conditions.",PSYCH
PSYCH120D,3.5293141592920354,12.0,1808.0,Developmental Psychology,"A general introduction to the study of the physical, intellectual, social, and emotional development of the child from birth to adulthood.",PSYCH
PSYCH120H,2.968586387434555,7.0,573.0,History of Psychology,A history of the development of various schools and systems of psychological thought.,PSYCH
PSYCH120P,3.621567847194588,13.0,2513.0,Personality Theories,"A survey of the evolution of personality theory during this century. An overview of major perspectives in the field, with special attention to Freud, Jung, and Adler.",PSYCH
PSYCH121M,2.9019607843137254,3.0,255.0,Theories of Motivation,"Factors affecting the behavioral performance of organisms. A survey of theoretical and empirical approaches to the physiological, psychological, and social factors which generate behavior.",PSYCH
PSYCH121S,3.521951219512195,8.0,1025.0,Psychology of Sleep and Consciousness,"Covers the physiology, neurochemistry, and neuroanatomy associated with sleep, contemporary sleep theory, REM and NREM, phenomenology, sleep disorders, examination of differences between conscious and unconscious cognitive function, the history of sleep and dream theories from ancient time to present day.",PSYCH
PSYCH122C,3.656458055925433,7.0,1502.0,Clinical Psychology,Provides overview of the clinical psychology field including theories and techniques used in counseling and testing.,PSYCH
PSYCH122I,3.5940525587828493,10.0,1446.0,Organizational/Industrial Psychology,"Introduction to applied psychology in organizations, including personnel testing, selection, training and evaluation, job and classification analysis, job satisfaction and motivation, organizational development, leadership, market research, and consumer psychology. Potential ethical problems are discussed.",PSYCH
PSYCH124S,3.5146909827760893,5.0,987.0,Sports Psychology,"Discusses the field of sports psychology with an emphasis on clinical practice including motivation, goal setting, performance skills, and mental skills. Discusses and utilizes a wide range of techniques designed to enhance performance and manage problems among athletes.",PSYCH
PSYCH124V,3.6191222570532915,6.0,1276.0,Psychology of Violence,"Discusses the psychology of violence and aggression with an emphasis on understanding the psychological, social, and physiological roots of violent and aggressive behavior. Psychological treatment techniques and strategies for prevention of aggressive and violent behavior are also discussed.",PSYCH
PSYCH127P,3.310924369747899,3.0,238.0,Personality Disorders,"The history of personality disorder classification; defining characteristics of each disorder; the causes, courses, and outcomes of personality disorders; and information regarding assessment, prevention, and treatments of these disorders.",PSYCH
PSYCH129,3.5366200040576183,66.0,9858.0,Special Topics in General Psychology,Studies in selected areas of general psychology. Topics addressed vary each quarter.,PSYCH
PSYCH130A,3.1742243436754176,15.0,1257.0,Perception and Sensory Processes,"A general introduction to the scientific study of sensory processes and perceptual phonomena, with special emphasis in the visual systems.",PSYCH
PSYCH131A,3.5622641509433963,7.0,265.0,Vision,Visual perception and the anatomy and physiology of the visual system. Topics include the retina and the visual pathway; visual sensitivity; color vision; spatial vision; motion perception; and the development of the visual system.,PSYCH
PSYCH131B,3.558303886925795,9.0,283.0,Hearing,"Auditory perception, the anatomy and physiology of the auditory system, and the physics of sound. Topics include neural transduction of sound, sensitivity, sound localization, complex sound perception, and hearing loss.",PSYCH
PSYCH135M,3.4011627906976742,5.0,172.0,The Mind/Body Problem,"What is consciousness and what is matter and how are the two related? How can brains have minds? This multidisciplinary course draws on information from the fields of computer vision, artificial intelligence, cognition, neurophysiology, philosophy, and psychophysics.",PSYCH
PSYCH139,3.2783882783882783,10.0,546.0,Special Topics in Perception and Sensory Processes,Studies in selected areas of perception and sensory processes. Topics addressed vary each quarter.,PSYCH
PSYCH140C,3.3197278911564627,16.0,2058.0,Cognitive Science,"Introduction to the investigations of the structure and function of the mind, from viewpoints of computation, neuroscience, philosophy, and cognitive psychology. Topics include perception, attention, knowledge representations, learning and memory, action, reasoning, and language.",PSYCH
PSYCH140L,2.879548306148055,9.0,797.0,Learning and Decision Making,"The psychological and neural bases of learning about and interacting with the world. Topics include shaping of behavior by rewards and punishments, abstraction of relational information, goal-directed versus habitual decision strategies, social knowledge transmission, and behavioral and substance addictions.",PSYCH
PSYCH140M,3.4915466499686914,11.0,3194.0,Human Memory,"Developments in the area of memory; history of memory research; theories of the nature of memory. Visual memory, recognition memory, high-speed scanning, free recall, short-term memory, mnemonics, retrieval, relationship of memory to thinking. Selected theoretical formulations for memory.",PSYCH
PSYCH141K,3.981818181818182,3.0,55.0,"Jumpstart I: Early Language, Literacy, and Social Development","An experiential course integrated with lecture material in the field of child development and education. Students are expected to attend lectures, complete assignments, and commit eight hours per week as mentors of disadvantaged preschool children.",PSYCH
PSYCH143P,2.781443298969072,10.0,485.0,Human Problem Solving,"Modern developments in the psychology of human problem solving. Topics include concept identification, arithmetic, sets, logic puzzles, story problems, group problem solving, and theorem proving.",PSYCH
PSYCH146MW,3.169429097605893,6.0,543.0,Writing about Memory,"Covers a broad range of texts, literary, philosophical, and scientific, each probing the nature of memory and its meaning in human life. Readings are drawn from across many disciplines and many perspectives.",PSYCH
PSYCH149,3.3863636363636362,15.0,660.0,Special Topics in Cognition and Learning,Studies in selected areas of cognition and learning. Topics addressed vary each quarter.,PSYCH
PSYCH14M,3.3206997084548107,4.0,343.0,MATLAB Programming,"MATLAB is a mathematical software package for solving quantitative problems often encountered in experimental psychology. Topics include rudiments of programming, statistical analysis of data, matrix algebra, signal processing, graphic visualization, and simulated models of cognitive and perceptual processes.",PSYCH
PSYCH14P,3.4925373134328357,4.0,134.0,Scientific Python for Research,"Introduces Python for data analysis and modeling encountered in cognitive science and neuroscience. Topics include data structures, execution control, graphic visualization, and interaction with sound and display interfaces. Application in statistical analysis, model simulation, and stimulus presentation and experimental control.",PSYCH
PSYCH150,3.325493171471927,10.0,1318.0,Psychology of Language,"Examines language using the tools of experimental psychology. From sounds to words to spoken and written sentences, explores how language is used in real time, and how its use reveals how it is represented in the mind.",PSYCH
PSYCH160A,3.253019707565162,17.0,1573.0,Introduction to Cognitive Neuroscience,"Introduction to the neural basis of human perceptual, motor, and cognitive abilities. Topics include sensory perception, motor control, memory, language, attention, emotion, frontal lobe function, functional brain imaging, and neuropsychological disorders.",PSYCH
PSYCH160D,3.3085988651244,18.0,2291.0,Brain Disorders and Behavior,"Examines the localization of human brain functions and the effects of neurological disorders on psychological functions such as perception, motor control, language, memory, and decision-making.",PSYCH
PUBHLTH1,3.481214731214731,73.0,13468.0,Principles of Public Health,"Discover key principles of public health and health determinants in communities. Explores the ecological model, analyzing interconnections among natural and social determinants influencing health outcomes. Topics include epidemiology, environmental health, and health policy.",PUBHLTH
PUBHLTH10,3.627870399496697,16.0,3179.0,Special Topics in Public Health ,Introduction to emerging topics in public health. Topics addressed vary each quarter.,PUBHLTH
PUBHLTH100,3.774263904034896,14.0,917.0,Special Topics in Public Health,Studies in selected areas of public health. Topics addressed vary each quarter. Course may be offered online when topic is Public Health in the Corporate World.,PUBHLTH
PUBHLTH101,3.1315128162171217,42.0,5969.0,Introduction to Epidemiology,"The distribution of disease and injury across time, space, and populations. Covers basic concepts and methods of descriptive epidemiology including the natural history of disease, data, and indices of health.",PUBHLTH
PUBHLTH102,3.4866760168302946,18.0,1426.0,Social Epidemiology,"Overviews evidence linking environmental factors to mental and physical disorders including such variables as socioeconomic status, income inequality, work stress, job loss, social capital, location, and other demographic characteristics. Measurement and research design issues of both individual and aggregate levels.",PUBHLTH
PUBHLTH105,3.7488921713441656,17.0,1354.0,Introduction to Health Informatics,"Broad overview of medical informatics for students with varied backgrounds. Electronic medical records, online resources, mobile technologies, patient safety, and computational design. Legal, ethical, and public policy issues. Health systems management. Evaluation and fieldwork for health systems.",PUBHLTH
PUBHLTH106,3.6331877729257642,6.0,229.0,Project in Health Informatics,"Students undertake significant quarter-long projects related to health informatics. Topics may include field evaluations of health care technologies, prototypes, iterative design, and system implementations.",PUBHLTH
PUBHLTH107,2.9923076923076923,8.0,650.0,Epidemiology of Drug Use and Misuse,"Applies epidemiologic concepts to the use and misuse of licit/illicit substances. Emphasizes descriptive aspects of drug use and determinants of progressing from experimental use to misuse. Assesses subgroups of abusers, risk factors, trends, and surveillance techniques for estimating drug prevalence.",PUBHLTH
PUBHLTH115,3.8097014925373136,5.0,268.0,"Community, Social Justice, and Health Equity Research for Action","Focuses on community as a unit of identity, community, well-being, and social justice perspectives and initiatives to promote community health. Addresses community change and improvements in community well-being, with a focus on health equity research for action.",PUBHLTH
PUBHLTH119,3.6666666666666665,9.0,483.0,Special Topics in Epidemiology and Genetics,Studies in selected areas of epidemiology and genetics. Topics addressed vary each quarter.,PUBHLTH
PUBHLTH120,3.6802475502836516,10.0,1939.0,Nutrition and Global Health,"Global issues related to nutrition and public health. Evaluation of nutritional risk factors associated with the development of chronic diseases and the role of nutritional medicine in prevention. Topics include food safety, communicable diseases, supplements, and regulatory issues.",PUBHLTH
PUBHLTH121,3.6257396449704142,7.0,676.0,Introduction to Complementary and Alternative Medicine,"Examines health and disease in contemporary American culture/society with definitions, models, and practices of what has come to be known as ""orthodox"" or ""conventional"" medicine. Selected ""alternative"" or ""complementary"" modes of promoting health and well-being including homeopathy, herbology, and chiropractic.",PUBHLTH
PUBHLTH122,3.369654735508394,23.0,3157.0,Health Policy,"Considers social and economic aspects of health and disease in the United States. What are the proper roles of the individual, community, and government in improving health and health care? International comparisons will be made wherever possible.",PUBHLTH
PUBHLTH125,3.2788461538461537,13.0,832.0,Foundations of Community Health,"A social ecological framework for understanding community health is presented. Measures of individual and community health are compared, and the influence of personal and environmental factors on individual, group, and population health is examined. Community health promotion strategies are discussed.",PUBHLTH
PUBHLTH126,3.7828054298642533,8.0,663.0,Public Health Law: Fundamentals in Action,"Addresses the relationship of U.S. public health law to health systems at the individual and population levels. Examines legislative and judicial concepts and how they are applied to disease prevention strategies, health services, management, and policy.",PUBHLTH
PUBHLTH127,3.338516746411483,11.0,836.0,Public Health Programs for the Corporate World,"International perspective on workplace health promotion. Strategies for developing programs to improve employee health and to decrease risks of chronic degenerative diseases. Case studies include assessment of employee health, program design, implementation, and evaluation. Emphasis on disease prevention.",PUBHLTH
PUBHLTH129,3.6179245283018866,5.0,424.0,Public Health Administration,"Examines historical aspects of public health administration including policies, procedures, trends, and development of organizations. Addresses information and skills necessary to succeed in public health leadership roles. Discusses strategic planning, collaborations, and ethical considerations for successful management in public health.",PUBHLTH
PUBHLTH132,3.6165413533834587,5.0,266.0,American Public Policy,Focuses on the development and implementation of public policy in the United States. Lectures cover theoretical models of the policy process as well as significant problems facing contemporary American decision-makers.,PUBHLTH
PUBHLTH135,3.435251798561151,12.0,556.0,Medical Sociology,Current problems in U.S. health-care system and proposals for reform. Examines financial barriers to access; problem of patient dumping; underinsurance; prenatal and perinatal care; child services; preventative care and needs of the elderly; minorities; low-income people; undocumented.,PUBHLTH
PUBHLTH138,3.122137404580153,3.0,131.0,Tobacco Control Policy,"Explore tobacco control's interdisciplinary facets: history, policy, advocacy, and public health science. Analyze industry tactics, litigation, and impact of tobacco control policies. Discuss parallels with emerging industries. Culminates in a group project on tobacco's stakeholders.",PUBHLTH
PUBHLTH139,3.5614545454545454,14.0,1375.0,Special Topics in Health Policy and Administration,Studies in selected areas of health policy and administration. Topics addressed vary each quarter.,PUBHLTH
PUBHLTH141,2.691666666666667,4.0,120.0,Clinical Health Psychology,"Behavioral role in etiology, treatment, and prevention of certain diseases. Behavioral intervention including biofeedback, stress-, pain-management, health habit counseling, and other skills to assist patients make cognitive, emotional, and behavioral changes needed to cope with disease or achieve better health.",PUBHLTH
PUBHLTH144,3.4410796576695195,29.0,3038.0,Health Behavior Theory,"Introduction to foundational theories for health behavior change. Explores individual, interpersonal, and community-level theories applied to health interventions. Understand societal challenges and preventable behavioral causes of diseases.",PUBHLTH
PUBHLTH146,3.709051724137931,7.0,464.0,Health Promotion Programs,"Explores social ecological perspectives and the role of behavior change theories in health promotion planning. Introduces systematic planning for the development of an intervention program. Emphasizes the cornerstone of planning, implementing, and evaluating a health promotion program.",PUBHLTH
PUBHLTH147,3.4972244250594766,10.0,1261.0,Drug Abuse and its Prevention,Theoretical and practical underpinnings of drug abuse and its prevention at the individual and population levels. Students practice developing drug abuse prevention schemes for specific populations. Recent developments in pharmacological and biobehavioral theories of drug dependence are explored.,PUBHLTH
PUBHLTH148,3.529585798816568,11.0,1014.0,Public Health Communication,"Theoretical foundations and practical use of communication sciences in public health, covering effective techniques such as audience segmentation, tailored messaging, and multi-model communication for behavior change campaigns across various settings. Includes crisis communication strategies.",PUBHLTH
PUBHLTH150,3.9449035812672175,5.0,363.0,Public Health and Wellness,"Presents information about wellness from both science and policy perspectives in order to demonstrate the role of wellness in public health. Emphasizes the conditions that create wellness in the individual, the community, the nation, and the world.",PUBHLTH
PUBHLTH158,3.06,4.0,300.0,Sociology of Mental Health,"Examines the social causes, consequences, and patterns of mental health and illness. Students learn a sociological perspective on mental health, mental illness or disorder, and medicine/health care, ranging from social definitions, roles, and interactions to societal stratification and international patterns.",PUBHLTH
PUBHLTH159,3.3262032085561497,26.0,1683.0,Special Topics in Social and Behavioral Health Science,Studies in selected areas of social and behavioral health sciences. Topics addressed vary each quarter.,PUBHLTH
PUBHLTH161,3.5646687697160884,6.0,317.0,Environmental Geology,"Explores geologic principles applied to environmental and health issues. Topics include earth systems, earth materials, water pollution, natural hazards, waste disposal, climate change, and geology's impact on human health in UCI and Orange County.",PUBHLTH
PUBHLTH163,3.172291296625222,10.0,563.0,Introduction to Environmental Health Science,"Explores environmental health's role in disease prevention and human well-being. Topics include air and water quality, food safety, built environment, radiation exposure, climate change, environmental justice, children's health, and policy interventions for public health improvement.",PUBHLTH
